image_path,filename,crop,disease,class_name,label
MyDataset/Papaya/Anthracnose/image_100_aug_1.jpg,image_100_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_100_aug_2.jpg,image_100_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_100_aug_3.jpg,image_100_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_100_aug_4.jpg,image_100_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_100_aug_5.jpg,image_100_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_101_aug_1.jpg,image_101_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_101_aug_2.jpg,image_101_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_101_aug_3.jpg,image_101_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_101_aug_4.jpg,image_101_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_101_aug_5.jpg,image_101_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_102_aug_1.jpg,image_102_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_102_aug_2.jpg,image_102_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_102_aug_3.jpg,image_102_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_102_aug_4.jpg,image_102_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_102_aug_5.jpg,image_102_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_103_aug_1.jpg,image_103_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_103_aug_2.jpg,image_103_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_103_aug_3.jpg,image_103_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_103_aug_4.jpg,image_103_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_103_aug_5.jpg,image_103_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_104_aug_1.jpg,image_104_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_104_aug_2.jpg,image_104_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_104_aug_3.jpg,image_104_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_104_aug_4.jpg,image_104_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_104_aug_5.jpg,image_104_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_105_aug_1.jpg,image_105_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_105_aug_2.jpg,image_105_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_105_aug_3.jpg,image_105_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_105_aug_4.jpg,image_105_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_105_aug_5.jpg,image_105_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_106_aug_1.jpg,image_106_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_106_aug_2.jpg,image_106_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_106_aug_3.jpg,image_106_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_106_aug_4.jpg,image_106_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_106_aug_5.jpg,image_106_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_107_aug_1.jpg,image_107_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_107_aug_2.jpg,image_107_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_107_aug_3.jpg,image_107_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_107_aug_4.jpg,image_107_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_107_aug_5.jpg,image_107_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_108_aug_1.jpg,image_108_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_108_aug_2.jpg,image_108_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_108_aug_3.jpg,image_108_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_108_aug_4.jpg,image_108_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
MyDataset/Papaya/Anthracnose/image_108_aug_5.jpg,image_108_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0
