image_path,filename,crop,disease,class_name,label,base_id,split
MyDataset/Papaya/Anthracnose/image_100_aug_1.jpg,image_100_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_100,train
MyDataset/Papaya/Anthracnose/image_100_aug_2.jpg,image_100_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_100,train
MyDataset/Papaya/Anthracnose/image_100_aug_3.jpg,image_100_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_100,train
MyDataset/Papaya/Anthracnose/image_100_aug_4.jpg,image_100_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_100,train
MyDataset/Papaya/Anthracnose/image_100_aug_5.jpg,image_100_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_100,train
MyDataset/Papaya/Anthracnose/image_101_aug_1.jpg,image_101_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_101,train
MyDataset/Papaya/Anthracnose/image_101_aug_2.jpg,image_101_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_101,train
MyDataset/Papaya/Anthracnose/image_101_aug_3.jpg,image_101_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_101,train
MyDataset/Papaya/Anthracnose/image_101_aug_4.jpg,image_101_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_101,train
MyDataset/Papaya/Anthracnose/image_101_aug_5.jpg,image_101_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_101,train
MyDataset/Papaya/Anthracnose/image_102_aug_1.jpg,image_102_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_102,train
MyDataset/Papaya/Anthracnose/image_102_aug_2.jpg,image_102_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_102,train
MyDataset/Papaya/Anthracnose/image_102_aug_3.jpg,image_102_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_102,train
MyDataset/Papaya/Anthracnose/image_102_aug_4.jpg,image_102_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_102,train
MyDataset/Papaya/Anthracnose/image_102_aug_5.jpg,image_102_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_102,train
MyDataset/Papaya/Anthracnose/image_103_aug_1.jpg,image_103_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_103,train
MyDataset/Papaya/Anthracnose/image_103_aug_2.jpg,image_103_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_103,train
MyDataset/Papaya/Anthracnose/image_103_aug_3.jpg,image_103_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_103,train
MyDataset/Papaya/Anthracnose/image_103_aug_4.jpg,image_103_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_103,train
MyDataset/Papaya/Anthracnose/image_103_aug_5.jpg,image_103_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_103,train
MyDataset/Papaya/Anthracnose/image_105_aug_1.jpg,image_105_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_105,train
MyDataset/Papaya/Anthracnose/image_105_aug_2.jpg,image_105_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_105,train
MyDataset/Papaya/Anthracnose/image_105_aug_3.jpg,image_105_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_105,train
MyDataset/Papaya/Anthracnose/image_105_aug_4.jpg,image_105_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_105,train
MyDataset/Papaya/Anthracnose/image_105_aug_5.jpg,image_105_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_105,train
MyDataset/Papaya/Anthracnose/image_106_aug_1.jpg,image_106_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_106,train
MyDataset/Papaya/Anthracnose/image_106_aug_2.jpg,image_106_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_106,train
MyDataset/Papaya/Anthracnose/image_106_aug_3.jpg,image_106_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_106,train
MyDataset/Papaya/Anthracnose/image_106_aug_4.jpg,image_106_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_106,train
MyDataset/Papaya/Anthracnose/image_106_aug_5.jpg,image_106_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_106,train
MyDataset/Papaya/Anthracnose/image_107_aug_1.jpg,image_107_aug_1.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_107,train
MyDataset/Papaya/Anthracnose/image_107_aug_2.jpg,image_107_aug_2.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_107,train
MyDataset/Papaya/Anthracnose/image_107_aug_3.jpg,image_107_aug_3.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_107,train
MyDataset/Papaya/Anthracnose/image_107_aug_4.jpg,image_107_aug_4.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_107,train
MyDataset/Papaya/Anthracnose/image_107_aug_5.jpg,image_107_aug_5.jpg,Papaya,Anthracnose,Papaya_Anthracnose,0,Papaya_Anthracnose_image_107,train
